psnuuid,currentsnuprioritization
Q888YZfi0NN,4 - Sustained
InbAnWjLxj7,4 - Sustained
rs5toMaD5ty,4 - Sustained
pUY6xNexMCp,4 - Sustained
SBBOHilirRD,4 - Sustained
qLs3Wo6g1N7,4 - Sustained
sHvr0FGWAUI,4 - Sustained
sGtdmRkxjoq,4 - Sustained
TGM4xs5LMyc,4 - Sustained
kSQrEY8a2Ka,4 - Sustained
JEao7mAIwRc,1 - Scale-Up: Saturation
R7aQinLVNW4,[NOT DEFINED]
Quu8PXwIv8m,4 - Sustained
I9I7WFHjAte,2 - Scale-Up: Aggressive
bntHIKmdtv7,1 - Scale-Up: Saturation
JqCmwAjmAdl,1 - Scale-Up: Saturation
wUwoOyix1MB,[NOT DEFINED]
FjZG0Twx2sX,[NOT DEFINED]
FsHHbzluiJb,4 - Sustained
ouyiEelNaXp,1 - Scale-Up: Saturation
Lryv2UvMIDv,4 - Sustained
kdQx4oc4vxQ,1 - Scale-Up: Saturation
PerVslp3sdX,2 - Scale-Up: Aggressive
EhwbIln9cBp,2 - Scale-Up: Aggressive
EOY02xi5HPB,2 - Scale-Up: Aggressive
N4R2sGukDe4,4 - Sustained
hdHzOX7oN7H,2 - Scale-Up: Aggressive
cv1b58B0y2U,4 - Sustained
btv31DCkh3k,4 - Sustained
a3vfnv7B3iM,5 - Centrally Supported
UlbBdvDSNO8,1 - Scale-Up: Saturation
XcRTJKgyvXV,4 - Sustained
tfsNJ75IDKn,4 - Sustained
oO3AikVUwsa,4 - Sustained
Rdt1TyOWaxM,4 - Sustained
pfr8iz9jJTi,5 - Centrally Supported
cPDahRsvkf0,1 - Scale-Up: Saturation
x7jcXKDYjwv,4 - Sustained
AlBctVMMqTZ,4 - Sustained
vozdznXvEio,4 - Sustained
ZZY86jSqrRe,1 - Scale-Up: Saturation
n5ZEsWziYrd,4 - Sustained
QgIToMQuTui,4 - Sustained
KDlDc415aZB,1 - Scale-Up: Saturation
GcYxWQadLDB,2 - Scale-Up: Aggressive
iWgkJm78Jes,5 - Centrally Supported
YvX6BnliFku,[NOT DEFINED]
Vs3EnUbSIxB,5 - Centrally Supported
RRJ0K4qiwj6,[NOT DEFINED]
shZLXgVt6IU,1 - Scale-Up: Saturation
qToFRBvP3hw,1 - Scale-Up: Saturation
HRlOm3DhuKZ,2 - Scale-Up: Aggressive
jwkn9GjFWAw,5 - Centrally Supported
C2tMKsD3c9Y,4 - Sustained
F5GLJu0abYn,4 - Sustained
aBfifMwaD01,2 - Scale-Up: Aggressive
lDApNHIGRKq,[NOT DEFINED]
QIqtoDj9tee,2 - Scale-Up: Aggressive
gwAugxS9KhZ,2 - Scale-Up: Aggressive
dgzHXyQWBIu,2 - Scale-Up: Aggressive
k00te8l2zsS,2 - Scale-Up: Aggressive
R5JFD4AykLF,4 - Sustained
RsafOroWEu3,2 - Scale-Up: Aggressive
zmdjGbqC0jW,2 - Scale-Up: Aggressive
RftOLXbkWsc,[NOT DEFINED]
fpDeHp6TgVr,4 - Sustained
xi1tbUw0pLk,2 - Scale-Up: Aggressive
u57HZ1OQLOW,4 - Sustained
CYSpjqfwZAp,4 - Sustained
jkEggeCHfCb,5 - Centrally Supported
v7adYviXRLe,[NOT DEFINED]
PttNphGaVik,5 - Centrally Supported
R82ZOAg1BN1,2 - Scale-Up: Aggressive
dT5mZrS7KBN,[NOT DEFINED]
jDaD6QQu0qK,5 - Centrally Supported
yg0nBKIzEKK,1 - Scale-Up: Saturation
wEMidDdxt0Y,4 - Sustained
iVSPmqWhay3,1 - Scale-Up: Saturation
S8ztvJDIhX7,4 - Sustained
ieGmEgBpNRi,4 - Sustained
ieDi203bOKl,4 - Sustained
k65flOHCxLR,2 - Scale-Up: Aggressive
vHFjx27wlUq,4 - Sustained
TmTuXKs7fJw,4 - Sustained
ZnMLQFOFj1H,5 - Centrally Supported
C3hzjEbUGY7,1 - Scale-Up: Saturation
w1I54NxWBAX,1 - Scale-Up: Saturation
BATZOkeA239,1 - Scale-Up: Saturation
AEgCiRdfPqk,4 - Sustained
G28ImG60bEy,1 - Scale-Up: Saturation
CA9WFYJAtUb,1 - Scale-Up: Saturation
bgH9feu8uJt,1 - Scale-Up: Saturation
NWen8ZFBp4d,1 - Scale-Up: Saturation
FkYNFW9LQ9R,1 - Scale-Up: Saturation
e3kb4cALNVO,1 - Scale-Up: Saturation
h2h7la8dm3H,1 - Scale-Up: Saturation
duySMi9VqeJ,1 - Scale-Up: Saturation
dP08F6UY3TU,1 - Scale-Up: Saturation
tAO3Fr3blJV,1 - Scale-Up: Saturation
yVYkZ3nWNzG,1 - Scale-Up: Saturation
P0OPoBYL1Fn,2 - Scale-Up: Aggressive
SJ5F0JSgzwr,5 - Centrally Supported
fRlQ6cOrgtH,5 - Centrally Supported
oxxVN5nTumf,2 - Scale-Up: Aggressive
GcuK6LNsXMg,1 - Scale-Up: Saturation
Q12UEW61lN1,1 - Scale-Up: Saturation
lRPR9ANGlm4,4 - Sustained
WM6uJb7CSb0,1 - Scale-Up: Saturation
EedkCkeXAoE,4 - Sustained
o6BWc2XOaR9,2 - Scale-Up: Aggressive
hWtv85y0q1m,4 - Sustained
J9aw7uO6K13,2 - Scale-Up: Aggressive
xDTUHtVsYFR,4 - Sustained
ED00zcDv1NP,4 - Sustained
OMlIhKx6FwZ,4 - Sustained
Ci4MTZzs9Dp,2 - Scale-Up: Aggressive
V06Z9orsuCm,2 - Scale-Up: Aggressive
uwN16dMrb0P,4 - Sustained
BMHypoM69EJ,2 - Scale-Up: Aggressive
AdD79wW6htR,2 - Scale-Up: Aggressive
yM0opwvCoWC,4 - Sustained
lEzQkbYVZcc,5 - Centrally Supported
Xep54JzSOPL,2 - Scale-Up: Aggressive
lrZWlwzlpI7,2 - Scale-Up: Aggressive
GBwyy2AXkJX,1 - Scale-Up: Saturation
b5Tnnp3mSC8,1 - Scale-Up: Saturation
VCWA39P4uD0,1 - Scale-Up: Saturation
jTAbPHjYvpI,1 - Scale-Up: Saturation
vUJoxqqtkGS,1 - Scale-Up: Saturation
nMTxNdQuYO8,1 - Scale-Up: Saturation
VvPrVm52CAR,2 - Scale-Up: Aggressive
HTNggnpUxo5,1 - Scale-Up: Saturation
Jn1IGXJFpmr,2 - Scale-Up: Aggressive
q3fo1Q0viFo,1 - Scale-Up: Saturation
CUbwBUBDopX,2 - Scale-Up: Aggressive
HRbtoDxH26v,2 - Scale-Up: Aggressive
EzD16N9xhDy,2 - Scale-Up: Aggressive
vkP1hKxVmrJ,2 - Scale-Up: Aggressive
mszioSxSYMT,2 - Scale-Up: Aggressive
uiGvDzuDmh0,2 - Scale-Up: Aggressive
l08AgUbqqwy,2 - Scale-Up: Aggressive
xwdPX8eStea,4 - Sustained
h6IYnswIlt8,2 - Scale-Up: Aggressive
fjRAy1I8UAA,4 - Sustained
mndbxwRfACp,5 - Centrally Supported
exaobovFrtu,5 - Centrally Supported
aUCEtB44Q1u,1 - Scale-Up: Saturation
AxhAJySJtIZ,1 - Scale-Up: Saturation
jNKE2vg0xW2,4 - Sustained
IPlA2I7ZDyY,5 - Centrally Supported
zclMBQKy5pb,4 - Sustained
n6rJDqiS7AQ,5 - Centrally Supported
yNYcQEwClZq,5 - Centrally Supported
msHKypyTOsd,1 - Scale-Up: Saturation
wyjZ8L6fcge,5 - Centrally Supported
f0rwq0ZvOpP,1 - Scale-Up: Saturation
nsDXaAoyT5w,4 - Sustained
IluW7ZpCRu2,2 - Scale-Up: Aggressive
SOsMNj1PZHR,4 - Sustained
R0xn1W0wVia,4 - Sustained
ScJoPYf0zuU,2 - Scale-Up: Aggressive
Q5i1yGKG14e,4 - Sustained
HfZYPAvcxnV,4 - Sustained
e1GuGfjysgx,2 - Scale-Up: Aggressive
BFJPdJYyZSS,5 - Centrally Supported
LGwM5T7Cfas,1 - Scale-Up: Saturation
yEIIDwkgKFd,2 - Scale-Up: Aggressive
SxxTz4gYhQw,2 - Scale-Up: Aggressive
eSHEOHPHS0m,2 - Scale-Up: Aggressive
mnkQy9rMHDc,1 - Scale-Up: Saturation
sj48C4b1iIo,2 - Scale-Up: Aggressive
r1mQwMyiJ6J,2 - Scale-Up: Aggressive
P1IfKJvvJjF,4 - Sustained
JT5rJpyKNm1,2 - Scale-Up: Aggressive
ApD29h3DTXi,2 - Scale-Up: Aggressive
iPgb36EMtaZ,2 - Scale-Up: Aggressive
niVCOn2FsFF,5 - Centrally Supported
VuhgX5vFnOJ,4 - Sustained
A1V00o6uq0G,2 - Scale-Up: Aggressive
gRcDzd8Havi,1 - Scale-Up: Saturation
tnA2yp5DV8B,2 - Scale-Up: Aggressive
qi67SubvCKE,2 - Scale-Up: Aggressive
Lhyoz3R6Ajc,5 - Centrally Supported
LQDA8bBKmGl,1 - Scale-Up: Saturation
Dk2rajWTf3p,1 - Scale-Up: Saturation
QqH8PKSDr5Y,1 - Scale-Up: Saturation
DGPXQ6p641S,2 - Scale-Up: Aggressive
dEbgc2xNR7R,5 - Centrally Supported
UVIDQgKgkIl,5 - Centrally Supported
AcZMrbuIQHB,5 - Centrally Supported
lQdiKoDM0YB,2 - Scale-Up: Aggressive
O1MLzwGIdaI,1 - Scale-Up: Saturation
uZlfL99x0U9,2 - Scale-Up: Aggressive
lz6v1wK1cNw,2 - Scale-Up: Aggressive
wwqR42KI6bP,5 - Centrally Supported
LpFSAtRBDrO,2 - Scale-Up: Aggressive
pHaEVDr8hH4,5 - Centrally Supported
Fu4aAYVFa6r,2 - Scale-Up: Aggressive
VvHZwqiBB7z,5 - Centrally Supported
IVgC6CZbxJy,5 - Centrally Supported
ryIJ3ovaLRV,2 - Scale-Up: Aggressive
Hhij012HJcM,2 - Scale-Up: Aggressive
PeO5bH3pN5c,2 - Scale-Up: Aggressive
ySo1EcAJHf3,5 - Centrally Supported
KudZMSVnWY5,2 - Scale-Up: Aggressive
MkRCrwJ2C1I,2 - Scale-Up: Aggressive
dMQxp7sPj1R,5 - Centrally Supported
OyRBD1CMuJT,2 - Scale-Up: Aggressive
t4S881SjUZl,1 - Scale-Up: Saturation
y4FrV2J3SSU,2 - Scale-Up: Aggressive
HvjrNGxD4bB,2 - Scale-Up: Aggressive
lzDgejMOGWZ,2 - Scale-Up: Aggressive
liwk00wkGLQ,1 - Scale-Up: Saturation
yU5heN4ykZa,5 - Centrally Supported
a3zBlSiF0wB,1 - Scale-Up: Saturation
hWLm2t2O2gU,1 - Scale-Up: Saturation
uHWuOK5QEAg,1 - Scale-Up: Saturation
ze5XC3Spng8,1 - Scale-Up: Saturation
KQ1obRaiEJc,1 - Scale-Up: Saturation
pPAf46DUcp7,1 - Scale-Up: Saturation
LvCBn26U2i2,1 - Scale-Up: Saturation
FjppXDFJ9Tx,5 - Centrally Supported
RjYF149Rr2v,1 - Scale-Up: Saturation
LlCnbkgxpWA,5 - Centrally Supported
c38pTGryV5q,5 - Centrally Supported
x65gIMnlfkA,2 - Scale-Up: Aggressive
b7OnyRR9AXI,1 - Scale-Up: Saturation
KrzWTSmFARO,2 - Scale-Up: Aggressive
vs33LF3cnHy,1 - Scale-Up: Saturation
XQwyooJ2rFg,5 - Centrally Supported
W4O6XMG1LlA,5 - Centrally Supported
stClxHNn4NP,4 - Sustained
RKoVudgb05Y,4 - Sustained
GLVB2ljVQ8N,1 - Scale-Up: Saturation
WuxG6jzaypt,2 - Scale-Up: Aggressive
zhJINyURZ5Y,2 - Scale-Up: Aggressive
WSl5y9jxCpC,2 - Scale-Up: Aggressive
IdBKTEYPQEh,8 - Not PEPFAR Supported
XGpHeef5gpD,8 - Not PEPFAR Supported
A35GCIWAOhd,8 - Not PEPFAR Supported
jaTticxkcqx,8 - Not PEPFAR Supported
DlfavooTJxR,2 - Scale-Up: Aggressive
mRwKGISoETW,2 - Scale-Up: Aggressive
cuycTsjKjJV,8 - Not PEPFAR Supported
YVFk4zDWcOL,2 - Scale-Up: Aggressive
ZE1dC5koMyy,2 - Scale-Up: Aggressive
OrdO9LqYGEU,2 - Scale-Up: Aggressive
jjX2tlYIDMS,2 - Scale-Up: Aggressive
XlknxeZCJhu,2 - Scale-Up: Aggressive
wln4Q3L4Jtm,2 - Scale-Up: Aggressive
zvuoTbaNtrF,2 - Scale-Up: Aggressive
XcfnCyWRPTX,2 - Scale-Up: Aggressive
L2GCOZE3ZGJ,5 - Centrally Supported
KAJhTpoQcgY,2 - Scale-Up: Aggressive
ZhWf9vUWlIQ,2 - Scale-Up: Aggressive
sGOsK5LEJAm,2 - Scale-Up: Aggressive
wRBw2JNPLPK,2 - Scale-Up: Aggressive
zxKIIVD2VqW,2 - Scale-Up: Aggressive
E9hpBWG1gJY,2 - Scale-Up: Aggressive
IGRWppOdGnd,8 - Not PEPFAR Supported
KpcgUONQMtc,2 - Scale-Up: Aggressive
xbPUZoXAoyF,8 - Not PEPFAR Supported
oBxDZtu08GH,2 - Scale-Up: Aggressive
ePZmJr5EpxI,2 - Scale-Up: Aggressive
kSG6uxhyCNl,2 - Scale-Up: Aggressive
m8pmtIrQgX0,8 - Not PEPFAR Supported
eMI4nU3xs19,2 - Scale-Up: Aggressive
u195Kcj571S,2 - Scale-Up: Aggressive
vZKsJ7M6zlG,8 - Not PEPFAR Supported
zrcj3aMvp8P,2 - Scale-Up: Aggressive
g59yGzHcgLS,8 - Not PEPFAR Supported
UAmR614rZ9d,8 - Not PEPFAR Supported
kVFGsGA9hQa,8 - Not PEPFAR Supported
Yt9X49bQrRE,2 - Scale-Up: Aggressive
dlrLnvsCZlk,2 - Scale-Up: Aggressive
lDgHhlAPrbI,1 - Scale-Up: Saturation
CCDn2DvZ32N,8 - Not PEPFAR Supported
sbEUTnRr0eM,8 - Not PEPFAR Supported
xBsmGxPgQaw,1 - Scale-Up: Saturation
qOD764n5tgj,4 - Sustained
XTsaMgdocDI,4 - Sustained
A4RKAXHmMJz,1 - Scale-Up: Saturation
xuUDwPCp31S,5 - Centrally Supported
FXlLvz2pJaT,4 - Sustained
bUF2WipYIQn,2 - Scale-Up: Aggressive
aU0BjX9vsGL,2 - Scale-Up: Aggressive
NHfGpkhlLAV,8 - Not PEPFAR Supported
rvWifPpyaKu,2 - Scale-Up: Aggressive
wzBlWonPLOp,4 - Sustained
NsradCS3NV6,5 - Centrally Supported
bB9DOVVvH0m,8 - Not PEPFAR Supported
lqOb8ytz3VU,2 - Scale-Up: Aggressive
XXuTiMjae3r,4 - Sustained
Y0udgSlBzfb,4 - Sustained
fsYEXVIVrDr,8 - Not PEPFAR Supported
JVXPyu8T2fO,1 - Scale-Up: Saturation
g9tvk3Npz0O,2 - Scale-Up: Aggressive
m3zHI8wLTPt,8 - Not PEPFAR Supported
eTDUevsxslg,8 - Not PEPFAR Supported
x83C9cH5sOZ,4 - Sustained
fXIAya9MTsp,4 - Sustained
rrAWd6oORtj,4 - Sustained
IYAMmLveW4i,4 - Sustained
R2NsUDhdF8x,4 - Sustained
prA0IseYHWD,2 - Scale-Up: Aggressive
lpvqRE7A04P,2 - Scale-Up: Aggressive
UPRsMongHVh,2 - Scale-Up: Aggressive
sJXLM3yvj6s,8 - Not PEPFAR Supported
mbbwqCmq8mP,8 - Not PEPFAR Supported
ONUWhpgEbVk,5 - Centrally Supported
c0oeZEJ8qXk,1 - Scale-Up: Saturation
cfJiyXa87Ex,1 - Scale-Up: Saturation
bbnjoGJ5I7l,5 - Centrally Supported
J1MwQjUBRbm,4 - Sustained
kJYbwHcPaGZ,1 - Scale-Up: Saturation
aIbf3wlRYB1,4 - Sustained
yxbat75jxce,8 - Not PEPFAR Supported
FkNledXu7r1,2 - Scale-Up: Aggressive
Se7nBqbicpl,1 - Scale-Up: Saturation
mLFKTGjlEg1,5 - Centrally Supported
zSc0ERG1CdL,4 - Sustained
OVaSeUQBtTW,4 - Sustained
TBmZNayISPQ,4 - Sustained
luDmlKf3eTO,2 - Scale-Up: Aggressive
SjFut5OZeix,1 - Scale-Up: Saturation
yVVY7DD2XZg,1 - Scale-Up: Saturation
aFkuC9M5rny,1 - Scale-Up: Saturation
t7SHZz4FwsF,1 - Scale-Up: Saturation
cnvySs9WnJU,4 - Sustained
OXAf4rQUTGT,2 - Scale-Up: Aggressive
WO5TOA88LfB,2 - Scale-Up: Aggressive
GhzEbWf9bsL,2 - Scale-Up: Aggressive
ENdy7rBFj0e,2 - Scale-Up: Aggressive
B0gZGEhXexz,2 - Scale-Up: Aggressive
VUAoXAWK0U5,1 - Scale-Up: Saturation
qjogDexsSTl,2 - Scale-Up: Aggressive
DLjQyOp9mwb,7 - Attained
tcKsxhCSv2C,2 - Scale-Up: Aggressive
c7c7lQ5p9KD,7 - Attained
IemvUuK6g1A,2 - Scale-Up: Aggressive
ti5gPcq0kFf,2 - Scale-Up: Aggressive
u81C8Yw6ls0,2 - Scale-Up: Aggressive
WUEnKKHLjl6,2 - Scale-Up: Aggressive
yZN0aKR9fqa,2 - Scale-Up: Aggressive
cgyaQG9fx8j,2 - Scale-Up: Aggressive
hDDl8lQPz4t,2 - Scale-Up: Aggressive
N6mWBEM1eS0,2 - Scale-Up: Aggressive
faILJxLzf6m,2 - Scale-Up: Aggressive
ngGvT3Af4sy,2 - Scale-Up: Aggressive
ctZ6cqFThdL,2 - Scale-Up: Aggressive
fjxfjBhlKqL,2 - Scale-Up: Aggressive
uCF3Hh8W9B0,2 - Scale-Up: Aggressive
B1pYCM4SVeQ,2 - Scale-Up: Aggressive
rNTiOpStpbb,2 - Scale-Up: Aggressive
YYmPTdeljk3,2 - Scale-Up: Aggressive
GKrCVuEfyUK,2 - Scale-Up: Aggressive
ix8drry7llu,2 - Scale-Up: Aggressive
UV8WmLIVDAx,2 - Scale-Up: Aggressive
jnStiyHnsI5,2 - Scale-Up: Aggressive
ijszJeCfgng,2 - Scale-Up: Aggressive
yIU6lLx3jf8,2 - Scale-Up: Aggressive
RO6RUC3AUPQ,2 - Scale-Up: Aggressive
JVkcLwds0u7,2 - Scale-Up: Aggressive
LKE6vRzBvSR,2 - Scale-Up: Aggressive
bcCQmEcEnvR,2 - Scale-Up: Aggressive
owdHRO9xm1x,2 - Scale-Up: Aggressive
UklSPamHrqx,2 - Scale-Up: Aggressive
kG9ht5QGejJ,2 - Scale-Up: Aggressive
dDquGB3wtT8,2 - Scale-Up: Aggressive
V3WUokdfQ3o,2 - Scale-Up: Aggressive
pwRKMAM7vga,2 - Scale-Up: Aggressive
BFZyGUlJf1F,2 - Scale-Up: Aggressive
PKNRD5GxM4D,1 - Scale-Up: Saturation
c7w0pI9yo6A,2 - Scale-Up: Aggressive
xELDpBDTXO7,2 - Scale-Up: Aggressive
Jy91UHo35rl,2 - Scale-Up: Aggressive
jjaVwfvmGDd,2 - Scale-Up: Aggressive
YwRi3R8i43o,2 - Scale-Up: Aggressive
fy8hntNu4XW,2 - Scale-Up: Aggressive
zyiF9wmzgZm,2 - Scale-Up: Aggressive
JKLQ1sXDGUC,2 - Scale-Up: Aggressive
CYTuJgNPHsJ,2 - Scale-Up: Aggressive
yj7bCMh2usG,2 - Scale-Up: Aggressive
YPV5uwJ9Z1G,2 - Scale-Up: Aggressive
uXqGfBx5A67,2 - Scale-Up: Aggressive
bDvs91Fcggf,1 - Scale-Up: Saturation
oyhbcOFZpWc,2 - Scale-Up: Aggressive
vlaYsRuPfei,2 - Scale-Up: Aggressive
eLRBeiovxiE,1 - Scale-Up: Saturation
fzt6CvzQFbQ,1 - Scale-Up: Saturation
MRdcKcF62A3,4 - Sustained
F6WTEzIOtkT,2 - Scale-Up: Aggressive
MDzNkvNWOqj,2 - Scale-Up: Aggressive
usaMQYFoqu7,2 - Scale-Up: Aggressive
SiuMXBMgDPW,2 - Scale-Up: Aggressive
MCn5ocPBM68,2 - Scale-Up: Aggressive
IYbb6hZbPLf,2 - Scale-Up: Aggressive
hJPBpKvDZeU,2 - Scale-Up: Aggressive
ILpgkPGG3aL,2 - Scale-Up: Aggressive
HqdiBVnawRH,2 - Scale-Up: Aggressive
zvCuB4WdUX3,2 - Scale-Up: Aggressive
DnZmBCPB5Wv,2 - Scale-Up: Aggressive
FSos9urQWpC,1 - Scale-Up: Saturation
cBLwAjPmhqr,1 - Scale-Up: Saturation
HfWaAHXIPCB,1 - Scale-Up: Saturation
KWgDpbnndTO,1 - Scale-Up: Saturation
sbP7YJx3cgH,1 - Scale-Up: Saturation
CSAHT9ua6ns,2 - Scale-Up: Aggressive
v6aNofy5b9w,2 - Scale-Up: Aggressive
ve9jT1mLPhZ,2 - Scale-Up: Aggressive
E5YiEi3aVPU,4 - Sustained
h3wDCb3HXys,4 - Sustained
pfQOa8qjAWa,4 - Sustained
nr1KW6Phcdv,4 - Sustained
nLTv9WMYrlk,4 - Sustained
A8lvuTHEnpH,4 - Sustained
lJXeSL72Jp9,4 - Sustained
iLaRJWTHuox,2 - Scale-Up: Aggressive
ItDqALnVhJU,4 - Sustained
AHVROEGOmE7,4 - Sustained
zg5NKHBinEW,2 - Scale-Up: Aggressive
iF0iemJx8E4,4 - Sustained
pBUjaG1iYen,4 - Sustained
HyZbr0Vp9IO,4 - Sustained
cLNG8cjy8ZH,4 - Sustained
QKAQA17EIVf,2 - Scale-Up: Aggressive
jWZe2JHG8KT,4 - Sustained
ntznuMwKnXg,4 - Sustained
xLBQVzqxSl6,2 - Scale-Up: Aggressive
rtyM81nTDA8,4 - Sustained
fIoO92ZOXfi,2 - Scale-Up: Aggressive
lUNFXfcKgEK,4 - Sustained
ZmrRnCW3llI,4 - Sustained
etNVRG8B30T,4 - Sustained
BLYwSlKrI52,2 - Scale-Up: Aggressive
UO23HGECIyS,4 - Sustained
V9efXhRK9Tu,2 - Scale-Up: Aggressive
pvQEf98W9Qa,2 - Scale-Up: Aggressive
PRZ5AEFIaDq,2 - Scale-Up: Aggressive
Yqiq8FXHUoa,2 - Scale-Up: Aggressive
HbuQjehitcw,2 - Scale-Up: Aggressive
PwOps2kjwRa,2 - Scale-Up: Aggressive
HTJGcXeXSfw,6 - Sustained: Commodities
zGUSKbhttpF,2 - Scale-Up: Aggressive
ErLLXBVQjYq,2 - Scale-Up: Aggressive
KpKQR3f9vHE,2 - Scale-Up: Aggressive
GJfZVVf6p0S,2 - Scale-Up: Aggressive
ir1yI6FCCPC,6 - Sustained: Commodities
RCnrtpCWBXE,2 - Scale-Up: Aggressive
P5PYWzi4i90,6 - Sustained: Commodities
wXEvSgOI9MY,4 - Sustained
ECAPURviviF,8 - Not PEPFAR Supported
bZsjHzJX6eR,8 - Not PEPFAR Supported
z3Gtn3s3wcj,8 - Not PEPFAR Supported
pQqN0F0DFur,8 - Not PEPFAR Supported
aT4jdNyy3uo,8 - Not PEPFAR Supported
